id,class_code,class_name,ddd,u,adm_r,note,valid_start_date,valid_end_date,change_type
1346,A05BA05,epomediol,,,,,1970-01-01,2099-12-31,
1347,A05BA06,ornithine oxoglurate,,,,,1970-01-01,2099-12-31,
1348,A05BA07,tidiacic arginine,,,,,1970-01-01,2099-12-31,
1349,A05BA08,glycyrrhizic acid,,,,,1970-01-01,2099-12-31,
1350,A05BA09,metadoxine,,,,,2021-02-22,2099-12-31,
1351,A05C,DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,,,,,1970-01-01,2099-12-31,
1352,A06,DRUGS FOR CONSTIPATION,,,,,1970-01-01,2099-12-31,
1353,A06A,DRUGS FOR CONSTIPATION,,,,,1970-01-01,2099-12-31,
1354,A06AA,"Softeners, emollients",,,,,1970-01-01,2099-12-31,
1355,A06AA01,liquid paraffin,15,g,O,,1970-01-01,2099-12-31,
1356,A06AA02,docusate sodium,0.15,g,O,,1970-01-01,2099-12-31,
1357,A06AA51,"liquid paraffin, combinations",,,,,1970-01-01,2099-12-31,
1358,A06AB,Contact laxatives,,,,,1970-01-01,2099-12-31,
1359,A06AB01,oxyphenisatine,10,mg,O,,1970-01-01,2099-12-31,
1360,A06AB02,bisacodyl,10,mg,O,,1970-01-01,2099-12-31,
1361,A06AB02,bisacodyl,10,mg,R,,1970-01-01,2099-12-31,
1362,A06AB03,dantron,50,mg,O,,1970-01-01,2099-12-31,
1363,A06AB04,phenolphthalein,0.2,g,O,,1970-01-01,2099-12-31,
1364,A06AB05,castor oil,20,g,O,,1970-01-01,2099-12-31,
1365,A06AB06,senna glycosides,,,,,1970-01-01,2099-12-31,
1366,A06AB07,cascara,,,,,1970-01-01,2099-12-31,
1367,A06AB08,sodium picosulfate,5,mg,O,,1970-01-01,2099-12-31,
1368,A06AB09,bisoxatin,0.12,g,O,,1970-01-01,2099-12-31,
1369,A06AB20,contact laxatives in combination,,,,,1970-01-01,2099-12-31,
1370,A06AB30,contact laxatives in combination with belladonna alkaloids,,,,,1970-01-01,2099-12-31,
1371,A06AB52,"bisacodyl, combinations",,,,,1970-01-01,2099-12-31,
1372,A06AB53,"dantron, combinations",,,,,1970-01-01,2099-12-31,
1373,A06AB56,"senna glycosides, combinations",,,,,1970-01-01,2099-12-31,
1374,A06AB57,"cascara, combinations",,,,,1970-01-01,2099-12-31,
1375,A06AB58,"sodium picosulfate, combinations",,,,,1970-01-01,2099-12-31,
1376,A06AC,Bulk-forming laxatives,,,,,1970-01-01,2099-12-31,
1377,A06AC01,ispaghula (psylla seeds),7,g,O,,1970-01-01,2099-12-31,
1378,A06AC02,ethulose,3,g,O,,1970-01-01,2099-12-31,
1379,A06AC03,sterculia,8,g,O,,1970-01-01,2099-12-31,
1380,A06AC05,linseed,,,,,1970-01-01,2099-12-31,
1381,A06AC06,methylcellulose,2,g,O,,1970-01-01,2099-12-31,
1382,A06AC07,triticum (wheat fibre),10,g,O,,1970-01-01,2099-12-31,
1383,A06AC08,polycarbophil calcium,2.5,g,O,,1970-01-01,2099-12-31,
1384,A06AC51,"ispaghula, combinations",,,,,1970-01-01,2099-12-31,
1385,A06AC53,"sterculia, combinations",,,,,1970-01-01,2099-12-31,
1386,A06AC55,"linseed, combinations",,,,,1970-01-01,2099-12-31,
1387,A06AD,Osmotically acting laxatives,,,,,1970-01-01,2099-12-31,
1388,A06AD01,magnesium carbonate,7,g,O,,1970-01-01,2099-12-31,
1389,A06AD02,magnesium oxide,7,g,O,,1970-01-01,2099-12-31,
1390,A06AD03,magnesium peroxide,,,,,1970-01-01,2099-12-31,
1391,A06AD04,magnesium sulfate,7,g,O,,1970-01-01,2099-12-31,
1392,A06AD10,mineral salts in combination,,,,,1970-01-01,2099-12-31,
1393,A06AD11,lactulose,6.7,g,O,,1970-01-01,2099-12-31,
1394,A06AD12,lactitol,10,g,O,,1970-01-01,2099-12-31,
1395,A06AD13,sodium sulfate,,,,,1970-01-01,2099-12-31,
1396,A06AD14,pentaerithrityl,,,,,1970-01-01,2099-12-31,
1397,A06AD15,macrogol,10,g,O,,1970-01-01,2099-12-31,
1398,A06AD16,mannitol,,,,,1970-01-01,2099-12-31,
1399,A06AD17,sodium phosphate,50,g,O,,1970-01-01,2099-12-31,
1400,A06AD18,sorbitol,10,g,O,,1970-01-01,2099-12-31,
1401,A06AD19,magnesium citrate,,,,,1970-01-01,2099-12-31,
1402,A06AD21,sodium tartrate,,,,,1970-01-01,2099-12-31,
1403,A06AD61,"lactulose, combinations",,,,,1970-01-01,2099-12-31,
1404,A06AD65,"macrogol, combinations",,,,,1970-01-01,2099-12-31,
1405,A06AG,Enemas,,,,,1970-01-01,2099-12-31,
1406,A06AG01,sodium phosphate,,,,,1970-01-01,2099-12-31,
1407,A06AG02,bisacodyl,,,,,1970-01-01,2099-12-31,
1408,A06AG03,"dantron, incl. combinations",,,,,1970-01-01,2099-12-31,
1409,A06AG04,glycerol,,,,,1970-01-01,2099-12-31,
1410,A06AG06,oil,,,,,1970-01-01,2099-12-31,
1411,A06AG07,sorbitol,,,,,1970-01-01,2099-12-31,
1412,A06AG10,"docusate sodium, incl. combinations",,,,,1970-01-01,2099-12-31,
1413,A06AG11,"sodium lauryl sulfoacetate, incl. combinations",,,,,1970-01-01,2099-12-31,
1414,A06AG20,"enemas, combinations",,,,,1970-01-01,2099-12-31,
1415,A06AH,Peripheral opioid receptor antagonists,,,,,1970-01-01,2099-12-31,
1416,A06AH01,methylnaltrexone bromide,6,mg,P,,1970-01-01,2099-12-31,
1417,A06AH02,alvimopan,,,,,1970-01-01,2099-12-31,
1418,A06AH03,naloxegol,25,mg,O,,2013-08-05,2099-12-31,
1419,A06AH04,naloxone,,,,,2017-08-07,2099-12-31,
1420,A06AH05,naldemedine,,,,,2020-05-04,2099-12-31,
1421,A06AX,Other drugs for constipation,,,,,1970-01-01,2099-12-31,
1422,A06AX01,glycerol,,,,,1970-01-01,2099-12-31,
1423,A06AX02,carbon dioxide producing drugs,,,,,1970-01-01,2099-12-31,
1424,A06AX03,lubiprostone,,,,,1970-01-01,2099-12-31,
1425,A06AX04,linaclotide,0.29,mg,O,,2013-08-05,2099-12-31,
1426,A06AX05,prucalopride,2,mg,O,,2013-08-05,2099-12-31,
1427,A06AX06,tegaserod,12,mg,O,,2013-08-05,2099-12-31,
1428,A06AX07,plecanatide,3,mg,O,,2018-02-05,2099-12-31,
1429,A06AX08,tenapanor,,,,,2021-02-22,2099-12-31,
1430,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",,,,,1970-01-01,2099-12-31,
1431,A07A,INTESTINAL ANTIINFECTIVES,,,,,1970-01-01,2099-12-31,
1432,A07AA,Antibiotics,,,,,1970-01-01,2099-12-31,
1433,A07AA01,neomycin,5,g,O,,1970-01-01,2099-12-31,
1434,A07AA02,nystatin,1.5,MU,O,,1970-01-01,2099-12-31,
1435,A07AA03,natamycin,0.3,g,O,,1970-01-01,2099-12-31,
1436,A07AA04,streptomycin,,,,,1970-01-01,2099-12-31,
1437,A07AA05,polymyxin B,3,MU,O,,1970-01-01,2099-12-31,
1438,A07AA06,paromomycin,3,g,O,,1970-01-01,2099-12-31,
1439,A07AA07,amphotericin B,0.4,g,O,,1970-01-01,2099-12-31,
1440,A07AA08,kanamycin,,,,,1970-01-01,2099-12-31,
1441,A07AA09,vancomycin,2,g,O,,1970-01-01,2099-12-31,
1442,A07AA10,colistin,,,,,1970-01-01,2099-12-31,
1443,A07AA11,rifaximin,0.6,g,O,,1970-01-01,2099-12-31,
1444,A07AA12,fidaxomicin,0.4,g,O,,2013-08-05,2099-12-31,
1445,A07AA13,rifamycin,,,,,2020-05-04,2099-12-31,
1446,A07AA51,"neomycin, combinations",,,,,1970-01-01,2099-12-31,
1447,A07AA54,"streptomycin, combinations",,,,,1970-01-01,2099-12-31,
1448,A07AB,Sulfonamides,,,,,1970-01-01,2099-12-31,
1449,A07AB02,phthalylsulfathiazole,9,g,O,,1970-01-01,2099-12-31,
1450,A07AB03,sulfaguanidine,4,g,O,,1970-01-01,2099-12-31,
1451,A07AB04,succinylsulfathiazole,,,,,1970-01-01,2099-12-31,
1452,A07AC,Imidazole derivatives,,,,,1970-01-01,2099-12-31,
1453,A07AC01,miconazole,1,g,O,,1970-01-01,2099-12-31,
1454,A07AX,Other intestinal antiinfectives,,,,,1970-01-01,2099-12-31,
1455,A07AX01,broxyquinoline,,,,,1970-01-01,2099-12-31,
1456,A07AX02,acetarsol,,,,,1970-01-01,2099-12-31,
1457,A07AX03,nifuroxazide,0.6,g,O,,1970-01-01,2099-12-31,
1458,A07AX04,nifurzide,,,,,1970-01-01,2099-12-31,
1459,A07B,INTESTINAL ADSORBENTS,,,,,1970-01-01,2099-12-31,
1460,A07BA,Charcoal preparations,,,,,1970-01-01,2099-12-31,
1461,A07BA01,medicinal charcoal,5,g,O,,1970-01-01,2099-12-31,
1462,A07BA51,"medicinal charcoal, combinations",,,,,1970-01-01,2099-12-31,
1463,A07BB,Bismuth preparations,,,,,1970-01-01,2099-12-31,
1464,A07BC,Other intestinal adsorbents,,,,,1970-01-01,2099-12-31,
1465,A07BC01,pectin,,,,,1970-01-01,2099-12-31,
1466,A07BC02,kaolin,,,,,1970-01-01,2099-12-31,
1467,A07BC03,crospovidone,,,,,1970-01-01,2099-12-31,
1468,A07BC04,attapulgite,,,,,1970-01-01,2099-12-31,
1469,A07BC05,diosmectite,9,g,O,,1970-01-01,2099-12-31,
1470,A07BC30,"other intestinal adsorbents, combinations",,,,,1970-01-01,2099-12-31,
1471,A07BC54,"attapulgite, combinations",,,,,1970-01-01,2099-12-31,
1472,A07C,ELECTROLYTES WITH CARBOHYDRATES,,,,,1970-01-01,2099-12-31,
1473,A07CA,Oral rehydration salt formulations,,,O,,1970-01-01,2099-12-31,
1474,A07D,ANTIPROPULSIVES,,,,,1970-01-01,2099-12-31,
1475,A07DA,Antipropulsives,,,,,1970-01-01,2099-12-31,
1476,A07DA01,diphenoxylate,15,mg,O,,1970-01-01,2099-12-31,
1477,A07DA02,opium,0.1,g,O,,1970-01-01,2099-12-31,
1478,A07DA03,loperamide,10,mg,O,,1970-01-01,2099-12-31,
1479,A07DA04,difenoxin,,,,,1970-01-01,2099-12-31,
1480,A07DA05,loperamide oxide,5,mg,O,,1970-01-01,2099-12-31,
1481,A07DA06,eluxadoline,,,,,2017-08-07,2099-12-31,
1482,A07DA52,"morphine, combinations",,,,,1970-01-01,2099-12-31,
1483,A07DA53,"loperamide, combinations",,,,,1970-01-01,2099-12-31,
1484,A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,,,,,1970-01-01,2099-12-31,
1485,A07EA,Corticosteroids acting locally,,,,,1970-01-01,2099-12-31,
1486,A07EA01,prednisolone,,,,,1970-01-01,2099-12-31,
1487,A07EA02,hydrocortisone,,,,,1970-01-01,2099-12-31,
1488,A07EA03,prednisone,,,,,1970-01-01,2099-12-31,
1489,A07EA04,betamethasone,,,,,1970-01-01,2099-12-31,
1490,A07EA05,tixocortol,,,,,1970-01-01,2099-12-31,
1491,A07EA06,budesonide,9,mg,O,,1970-01-01,2099-12-31,
1492,A07EA06,budesonide,2,mg,SL,,1970-01-01,2099-12-31,A
1493,A07EA07,beclometasone,,,,,1970-01-01,2099-12-31,
1494,A07EB,"Antiallergic agents, excl. corticosteroids",,,,,1970-01-01,2099-12-31,
1495,A07EB01,cromoglicic acid,0.8,g,O,,1970-01-01,2099-12-31,
1496,A07EC,Aminosalicylic acid and similar agents,,,,,1970-01-01,2099-12-31,
1497,A07EC01,sulfasalazine,2,g,O,,1970-01-01,2099-12-31,
1498,A07EC01,sulfasalazine,2,g,R,,1970-01-01,2099-12-31,
1499,A07EC02,mesalazine,1.5,g,O,,1970-01-01,2099-12-31,
1500,A07EC02,mesalazine,1.5,g,R,,1970-01-01,2099-12-31,
1501,A07EC03,olsalazine,1,g,O,,1970-01-01,2099-12-31,
1502,A07EC04,balsalazide,6.75,g,O,,1970-01-01,2099-12-31,
1503,A07F,ANTIDIARRHEAL MICROORGANISMS,,,,,1970-01-01,2099-12-31,
1504,A07FA,Antidiarrheal microorganisms,,,,,1970-01-01,2099-12-31,
1505,A07FA01,lactic acid producing organisms,,,,,1970-01-01,2099-12-31,
1506,A07FA02,saccharomyces boulardii,1,g,O,,1970-01-01,2099-12-31,
1507,A07FA51,"lactic acid producing organisms, combinations",,,,,1970-01-01,2099-12-31,
1508,A07X,OTHER ANTIDIARRHEALS,,,,,1970-01-01,2099-12-31,
1509,A07XA,Other antidiarrheals,,,,,1970-01-01,2099-12-31,
1510,A07XA01,albumin tannate,3,g,O,,1970-01-01,2099-12-31,
1511,A07XA02,ceratonia,,,,,1970-01-01,2099-12-31,
1512,A07XA03,calcium compounds,,,,,1970-01-01,2099-12-31,
1513,A07XA04,racecadotril,,,,,1970-01-01,2099-12-31,
1514,A07XA06,crofelemer,,,,,2020-05-04,2099-12-31,
1515,A07XA51,"albumin tannate, combinations",,,,,1970-01-01,2099-12-31,
1516,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",,,,,1970-01-01,2099-12-31,
1517,A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",,,,,1970-01-01,2099-12-31,
1518,A08AA,Centrally acting antiobesity products,,,,,1970-01-01,2099-12-31,
1519,A08AA01,phentermine,15,mg,O,,1970-01-01,2099-12-31,
1520,A08AA02,fenfluramine,0.12,g,O,,1970-01-01,2099-12-31,
1521,A08AA03,amfepramone,75,mg,O,,1970-01-01,2099-12-31,
1522,A08AA04,dexfenfluramine,30,mg,O,,1970-01-01,2099-12-31,
1523,A08AA05,mazindol,1,mg,O,,1970-01-01,2099-12-31,
1524,A08AA06,etilamfetamine,,,,,1970-01-01,2099-12-31,
1525,A08AA07,cathine,,,,,1970-01-01,2099-12-31,
1526,A08AA08,clobenzorex,,,,,1970-01-01,2099-12-31,
1527,A08AA09,mefenorex,,,,,1970-01-01,2099-12-31,
1528,A08AA10,sibutramine,10,mg,O,,1970-01-01,2099-12-31,
1529,A08AA11,lorcaserin,,,,,2013-08-05,2099-12-31,
1530,A08AA12,setmelanotide,,,,,2021-02-22,2099-12-31,
1531,A08AA56,"ephedrine, combinations",,,,,1970-01-01,2099-12-31,
1532,A08AA62,bupropion and naltrexone,,,,,2016-05-02,2099-12-31,
1533,A08AB,Peripherally acting antiobesity products,,,,,1970-01-01,2099-12-31,
1534,A08AB01,orlistat,0.36,g,O,,1970-01-01,2099-12-31,
1535,A08AX,Other antiobesity drugs,,,,,1970-01-01,2099-12-31,
1536,A08AX01,rimonabant,20,mg,O,,1970-01-01,2099-12-31,
1537,A09,"DIGESTIVES, INCL. ENZYMES",,,,,1970-01-01,2099-12-31,
1538,A09A,"DIGESTIVES, INCL. ENZYMES",,,,,1970-01-01,2099-12-31,
1539,A09AA,Enzyme preparations,,,,,1970-01-01,2099-12-31,
1540,A09AA01,diastase,,,,,1970-01-01,2099-12-31,
1541,A09AA02,"multienzymes (lipase, protease etc.)",,,,,1970-01-01,2099-12-31,
1542,A09AA03,pepsin,,,,,1970-01-01,2099-12-31,
1543,A09AA04,tilactase,,,,,1970-01-01,2099-12-31,
1544,A09AB,Acid preparations,,,,,1970-01-01,2099-12-31,
1545,A09AB01,glutamic acid hydrochloride,1.5,g,O,,1970-01-01,2099-12-31,
1546,A09AB02,betaine hydrochloride,1,g,O,,1970-01-01,2099-12-31,
1547,A09AB03,hydrochloric acid,,,,,1970-01-01,2099-12-31,
1548,A09AB04,citric acid,2,g,O,,1970-01-01,2099-12-31,
1549,A09AC,"Enzyme and acid preparations, combinations",,,,,1970-01-01,2099-12-31,
1550,A09AC01,pepsin and acid preparations,,,,,1970-01-01,2099-12-31,
1551,A09AC02,multienzymes and acid preparations,,,,,1970-01-01,2099-12-31,
1552,A10,DRUGS USED IN DIABETES,,,,,1970-01-01,2099-12-31,
1553,A10A,INSULINS AND ANALOGUES,,,,,1970-01-01,2099-12-31,
1554,A10AB,"Insulins and analogues for injection, fast-acting",,,P,,1970-01-01,2099-12-31,
1555,A10AB01,insulin (human),40,U,P,,1970-01-01,2099-12-31,
1556,A10AB02,insulin (beef),40,U,P,,1970-01-01,2099-12-31,
1557,A10AB03,insulin (pork),40,U,P,,1970-01-01,2099-12-31,
1558,A10AB04,insulin lispro,40,U,P,,1970-01-01,2099-12-31,
1559,A10AB05,insulin aspart,40,U,P,,1970-01-01,2099-12-31,
1560,A10AB06,insulin glulisine,40,U,P,,1970-01-01,2099-12-31,
1561,A10AB30,"insulins and analogues for injection, fast-acting, combinations",40,U,P,,1970-01-01,2099-12-31,
1562,A10AC,"Insulins and analogues for injection, intermediate-acting",,,P,,1970-01-01,2099-12-31,
1563,A10AC01,insulin (human),40,U,P,,1970-01-01,2099-12-31,
1564,A10AC02,insulin (beef),40,U,P,,1970-01-01,2099-12-31,
1565,A10AC03,insulin (pork),40,U,P,,1970-01-01,2099-12-31,
1566,A10AC04,insulin lispro,40,U,P,,1970-01-01,2099-12-31,
1567,A10AC30,"insulins and analogues for injection, intermediate-acting, combinations",40,U,P,,1970-01-01,2099-12-31,
1568,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",,,P,,1970-01-01,2099-12-31,
1569,A10AD01,insulin (human),40,U,P,,1970-01-01,2099-12-31,
1570,A10AD02,insulin (beef),40,U,P,,1970-01-01,2099-12-31,
1571,A10AD03,insulin (pork),40,U,P,,1970-01-01,2099-12-31,
1572,A10AD04,insulin lispro,40,U,P,,1970-01-01,2099-12-31,
1573,A10AD05,insulin aspart,40,U,P,,1970-01-01,2099-12-31,
1574,A10AD06,insulin degludec and insulin aspart,40,U,P,,2014-07-01,2099-12-31,
1575,A10AD30,"insulins and analogues for injection, intermediate- or long-acting combined with fast-acting, combinations",40,U,P,,1970-01-01,2099-12-31,
1576,A10AE,"Insulins and analogues for injection, long-acting",,,P,,1970-01-01,2099-12-31,
1577,A10AE01,insulin (human),40,U,P,,1970-01-01,2099-12-31,
1578,A10AE02,insulin (beef),40,U,P,,1970-01-01,2099-12-31,
1579,A10AE03,insulin (pork),40,U,P,,1970-01-01,2099-12-31,
1580,A10AE04,insulin glargine,40,U,P,,1970-01-01,2099-12-31,
1581,A10AE05,insulin detemir,40,U,P,,1970-01-01,2099-12-31,
1582,A10AE06,insulin degludec,40,U,P,,2013-08-05,2099-12-31,
1583,A10AE30,"insulins and analogues for injection, long-acting, combinations",40,U,P,,1970-01-01,2099-12-31,
1584,A10AE54,insulin glargine and lixisenatide,,,,,2018-02-05,2099-12-31,
1585,A10AE56,insulin degludec and liraglutide,40,U,P,Refers to insulin degludec,2016-05-02,2099-12-31,
1586,A10AF,Insulins and analogues for inhalation,,,Inhal,,1970-01-01,2099-12-31,
1587,A10AF01,insulin (human),15,mg,Inhal,,1970-01-01,2099-12-31,
1588,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",,,,,1970-01-01,2099-12-31,
1589,A10BA,Biguanides,,,,,1970-01-01,2099-12-31,
1590,A10BA01,phenformin,0.1,g,O,,1970-01-01,2099-12-31,
1591,A10BA02,metformin,2,g,O,,1970-01-01,2099-12-31,
1592,A10BA03,buformin,0.2,g,O,,1970-01-01,2099-12-31,
1593,A10BB,Sulfonylureas,,,,,1970-01-01,2099-12-31,
1594,A10BB01,glibenclamide,10,mg,O,,1970-01-01,2099-12-31,
1595,A10BB01,glibenclamide,7,mg,O,microcryst.substance,1970-01-01,2099-12-31,
1596,A10BB02,chlorpropamide,0.375,g,O,,1970-01-01,2099-12-31,
1597,A10BB03,tolbutamide,1.5,g,O,,1970-01-01,2099-12-31,
1598,A10BB04,glibornuride,38,mg,O,,1970-01-01,2099-12-31,
1599,A10BB05,tolazamide,0.5,g,O,,1970-01-01,2099-12-31,
1600,A10BB06,carbutamide,0.75,g,O,,1970-01-01,2099-12-31,
1601,A10BB07,glipizide,10,mg,O,,1970-01-01,2099-12-31,
1602,A10BB08,gliquidone,60,mg,O,,1970-01-01,2099-12-31,
1603,A10BB09,gliclazide,0.16,g,O,DDD from ATC website|,1970-01-01,2011-01-01,C
1604,A10BB09,gliclazide,60,mg,O,,2011-01-01,2099-12-31,
1605,A10BB10,metahexamide,,,,,1970-01-01,2099-12-31,
1606,A10BB11,glisoxepide,,,,,1970-01-01,2099-12-31,
1607,A10BB12,glimepiride,2,mg,O,,1970-01-01,2099-12-31,
1608,A10BB31,acetohexamide,0.5,g,O,,1970-01-01,2099-12-31,
1609,A10BC,Sulfonamides (heterocyclic),,,,,1970-01-01,2099-12-31,
1610,A10BC01,glymidine,1,g,O,,1970-01-01,2099-12-31,
1611,A10BD,Combinations of oral blood glucose lowering drugs,,,O,,1970-01-01,2099-12-31,
1612,A10BD01,phenformin and sulfonylureas,,,,,1970-01-01,2099-12-31,
1613,A10BD02,metformin and sulfonylureas,,,,,1970-01-01,2099-12-31,
1614,A10BD03,metformin and rosiglitazone,,,,,1970-01-01,2099-12-31,
1615,A10BD04,glimepiride and rosiglitazone,,,,,1970-01-01,2099-12-31,
1616,A10BD05,metformin and pioglitazone,,,,,1970-01-01,2099-12-31,
1617,A10BD06,glimepiride and pioglitazone,,,,,1970-01-01,2099-12-31,
1618,A10BD07,metformin and sitagliptin,,,,,1970-01-01,2099-12-31,
1619,A10BD08,metformin and vildagliptin,,,,,1970-01-01,2099-12-31,
1620,A10BD09,pioglitazone and alogliptin,,,,,1970-01-01,2099-12-31,
1621,A10BD10,metformin and saxagliptin,,,,,1970-01-01,2099-12-31,
1622,A10BD11,metformin and linagliptin,,,,,1970-01-01,2099-12-31,
1623,A10BD12,pioglitazone and sitagliptin,,,,,2013-08-05,2099-12-31,
1624,A10BD13,metformin and alogliptin,,,,,2013-08-05,2099-12-31,
1625,A10BD14,metformin and repaglinide,,,,,2013-08-05,2099-12-31,
1626,A10BD15,metformin and dapagliflozin,,,,,2013-08-05,2099-12-31,
1627,A10BD16,metformin and canagliflozin,,,,,2015-03-02,2099-12-31,
1628,A10BD17,metformin and acarbose,,,,,2015-03-02,2099-12-31,
1629,A10BD18,metformin and gemigliptin,,,,,2015-03-02,2099-12-31,
1630,A10BD19,linagliptin and empagliflozin,,,,,2015-03-02,2099-12-31,
1631,A10BD20,metformin and empagliflozin,,,,,2016-05-02,2099-12-31,
1632,A10BD21,saxagliptin and dapagliflozin,,,,,2016-05-02,2099-12-31,
1633,A10BD22,metformin and evogliptin,,,,,2018-02-05,2099-12-31,
1634,A10BD23,metformin and ertugliflozin,,,,,2020-05-04,2099-12-31,
1635,A10BD24,sitagliptin and ertugliflozin,,,,,2020-05-04,2099-12-31,
1636,A10BD25,"metformin, saxagliptin and dapagliflozin",,,,,2020-05-04,2099-12-31,
1637,A10BD26,metformin and lobeglitazone,,,,,2021-02-22,2099-12-31,
1638,A10BD27,"metformin, linagliptin and empagliflozin",,,,,2021-02-22,2099-12-31,
1639,A10BF,Alpha glucosidase inhibitors,,,,,1970-01-01,2099-12-31,
1640,A10BF01,acarbose,0.3,g,O,,1970-01-01,2099-12-31,
1641,A10BF02,miglitol,0.3,g,O,,1970-01-01,2099-12-31,
1642,A10BF03,voglibose,0.6,mg,O,,1970-01-01,2099-12-31,
1643,A10BG,Thiazolidinediones,,,,,1970-01-01,2099-12-31,
1644,A10BG01,troglitazone,0.4,g,O,,1970-01-01,2099-12-31,
1645,A10BG02,rosiglitazone,6,mg,O,,1970-01-01,2099-12-31,
1646,A10BG03,pioglitazone,30,mg,O,,1970-01-01,2099-12-31,
1647,A10BG04,lobeglitazone,0.5,mg,O,,2021-02-22,2099-12-31,A
1648,A10BG04,lobeglitazone,,,,,2021-02-22,2099-12-31,
1649,A10BH,Dipeptidyl peptidase 4 (dpp-4) inhibitors,,,,,1970-01-01,2099-12-31,
1650,A10BH01,sitagliptin,0.1,g,O,,1970-01-01,2099-12-31,
1651,A10BH02,vildagliptin,0.1,g,O,,1970-01-01,2099-12-31,
1652,A10BH03,saxagliptin,5,mg,O,,1970-01-01,2099-12-31,
1653,A10BH04,alogliptin,25,mg,O,,1970-01-01,2099-12-31,
1654,A10BH05,linagliptin,5,mg,O,,1970-01-01,2099-12-31,
1655,A10BH06,gemigliptin,50,mg,O,,2013-08-05,2099-12-31,
1656,A10BH07,evogliptin,5,mg,O,,2018-02-05,2099-12-31,
1657,A10BH08,teneligliptin,,,,,2021-02-22,2099-12-31,
1658,A10BH51,sitagliptin and simvastatin,,,,,2013-08-05,2099-12-31,
1659,A10BH52,gemigliptin and rosuvastatin,,,,,2020-05-04,2099-12-31,
1660,A10BJ,Glucagon-like peptide-1 (glp-1) analogues,,,,,2017-08-07,2099-12-31,
1661,A10BJ01,exenatide,0.286,mg,P,depot inj,2017-08-07,2099-12-31,
1662,A10BJ01,exenatide,15,mcg,P,,2017-08-07,2099-12-31,
1663,A10BJ02,liraglutide,1.2,mg,P,DDD from ATC website|,1970-01-01,2020-01-01,C
1664,A10BJ02,liraglutide,1.5,mg,P,,2020-01-01,2099-12-31,
1665,A10BJ03,lixisenatide,20,mcg,P,,2017-08-07,2099-12-31,
1666,A10BJ04,albiglutide,5.7,mg,P,,2017-08-07,2099-12-31,
1667,A10BJ05,dulaglutide,0.16,mg,P,,2017-08-07,2099-12-31,
1668,A10BJ06,semaglutide,0.11,mg,P,,2021-02-19,2099-12-31,A
1669,A10BJ06,semaglutide,,,,,2018-02-05,2021-02-19,C
1670,A10BJ07,beinaglutide,,,,,2021-02-22,2099-12-31,
1671,A10BK,Sodium-glucose co-transporter 2 (sglt2) inhibitors,,,,,2017-08-07,2099-12-31,
1672,A10BK01,dapagliflozin,10,mg,O,,2017-08-07,2099-12-31,
1673,A10BK02,canagliflozin,0.2,g,O,,2017-08-07,2099-12-31,
1674,A10BK03,empagliflozin,17.5,mg,O,,2017-08-07,2099-12-31,
1675,A10BK04,ertugliflozin,,,,,2020-05-04,2099-12-31,
1676,A10BK05,ipragliflozin,,,,,2020-05-04,2099-12-31,
1677,A10BK06,sotagliflozin,,,,,2020-05-04,2099-12-31,
1678,A10BK07,luseogliflozin,,,,,2021-02-22,2099-12-31,
1679,A10BX,"Other blood glucose lowering drugs, excl. insulins",,,,,1970-01-01,2099-12-31,
1680,A10BX01,guar gum,,,,,1970-01-01,2099-12-31,
1681,A10BX02,repaglinide,4,mg,O,,1970-01-01,2099-12-31,
1682,A10BX03,nateglinide,0.36,g,O,,1970-01-01,2099-12-31,
1683,A10BX04,exenatide,,,,from ATC website|,1970-01-01,2017-12-31,U
1684,A10BX05,pramlintide,,,,,1970-01-01,2099-12-31,
1685,A10BX06,benfluorex,0.45,g,O,,1970-01-01,2099-12-31,
1686,A10BX07,liraglutide,,,,from ATC website|,1970-01-01,2017-12-31,U
1687,A10BX08,mitiglinide,30,mg,O,,1970-01-01,2099-12-31,
1688,A10BX09,dapagliflozin,,,,from ATC website|,1970-01-01,2017-12-31,U
1689,A10BX10,lixisenatide,,,,from ATC website|,1970-01-01,2017-12-31,U
1690,A10BX11,canagliflozin,,,,from ATC website|,1970-01-01,2017-12-31,U
1691,A10BX12,empagliflozin,,,,from ATC website|,1970-01-01,2017-12-31,U
1692,A10BX13,albiglutide,,,,from ATC website|,1970-01-01,2017-12-31,U
1693,A10BX14,dulaglutide,,,,from ATC website|,1970-01-01,2017-12-31,U
1694,A10BX15,imeglimin,,,,,2021-02-22,2099-12-31,
1695,A10X,OTHER DRUGS USED IN DIABETES,,,,,1970-01-01,2099-12-31,
1696,A10XA,Aldose reductase inhibitors,,,,,1970-01-01,2099-12-31,
1697,A10XA01,tolrestat,,,,,1970-01-01,2099-12-31,
1698,A11,VITAMINS,,,,,1970-01-01,2099-12-31,
